conv_id	prompt_pl	prompt	context	mood	mood_idx	sentiment	sentiment_idx
hit:1907_conv:3815	Ktoś uderzył w mój samochód i nawet nie zostawił notatki z przeprosinami, chociaż był to starszy samochód	Someone hit my car and did not even leave a note to say sorry, although it was an older car	furious	anger	3	bad	1
hit:1025_conv:2050	Byłem zdenerwowany, gdy ostrogi sprzedały Khawi Leonard	I was upset when the spurs traded away Khawi Leonard	sad	sadness	5	bad	1
hit:8362_conv:16725	Dziś rano zjadłem płatki śniadaniowe. To było zupełnie nowe pudełko, ale kiedy wlałem je do miski, było w nim kilka małych, żywych owadów.	I had cereal for breakfast this morning. It was a brand new box, but when I poured it into my bowl, there were several little live bugs in it.	disgusted	other_bad	7	bad	1
hit:10221_conv:20442	Niedawno wyszedłem do baru z koleżankami i wokół było wielu mężczyzn. Jestem szczęśliwie żonaty i jeden facet w szczególności próbował kupować mi drinki. Powtarzałem mu, że po prostu chcę się dobrze bawić z przyjaciółmi, ale on upierał się. W końcu dostał wskazówkę.	I went out to the bar with my girlfriends recently and there were a lot of men around. I'm happily married and one guy in particular kept trying to buy me drinks. I kept telling him I just wanted to have a good time with my friends but he kept persisting. Eventually he got the hint.	faithful	other_good	2	good	0
hit:5199_conv:10399	Mój przyjaciel się wyprowadza.	My friend is moving away.	sad	sadness	5	bad	1
hit:7436_conv:14872	Kiedy byłem młody, przeprowadziliśmy się do Arkansas. Czułem się bardzo odizolowany, ponieważ byłem z dala od moich przyjaciół	When I was young, we moved to Arkansas. I felt very isolated, as I was away from my friends	lonely	sadness	5	bad	1
hit:1111_conv:2223	Dwa lata temu przeszedłem poważny atak bezsenności, podczas którego spałem zaledwie 6 godzin w TYGODNIU. Powodowało zmęczenie psychiczne i depresję. Bałem się, że nigdy się z tego nie wyrwę.	I went through a serious bout of insomnia about two years ago in which I was barely getting 6 hours of sleep a WEEK. It was causing mental fatigue and depression. I was afraid I'd never snap out of it.	afraid	fear	4	bad	1
hit:3187_conv:6374	Mój pies kupił na dywanie. Nigdy w życiu nie byłam tak szalona.	My dog pooped on the carpet. Never been so mad in my life.	furious	anger	3	bad	1
7764-1	Jeszcze się nie spotkaliście?	Haven't you met yet ?	no emotion	neutral	8	neutral	2
hit:439_conv:878	Poszedłem do kuchni kuzynów i wypiłem całe jego piwo.	I went into my cousins kitchen and drank all his beer.	guilty	guilt	6	bad	1
hit:2630_conv:5260	W środku nocy usłyszałem ogromny hałas. Prawie wykurzyłem spodnie, ale to były tylko moje koty.	I heard a huge noise in the middle of the night. I almost pooped my pants, but it was just my cats.	terrified	fear	4	bad	1
hit:8568_conv:17137	Straciłem dziadka 2 miesiące temu. Zmarł nagle w ciągu tygodnia i tęsknię za nim każdego dnia.	I lost my Grandpa 2 months ago.  He died within a week all of a sudden and I miss him every day.	sad	sadness	5	bad	1
hit:1903_conv:3806	Spóźniłem się do pracy w zeszłym tygodniu i zapomniałem dokończyć ubierania się. Kiedy zobaczyłem, że wszyscy dziwnie na mnie patrzą, zauważyłem, że wciąż mam na sobie spodnie od piżamy.	I was running late for work last week and forgot to finish getting dressed. After seeing everyone was looking at me funny, I noticed that I still had on my pajama pants.	embarrassed	guilt	6	bad	1
hit:7969_conv:15939	Zawsze byłam lojalną żoną i matką.	I've always been a loyal wife and mother.	faithful	other_good	2	good	0
hit:3966_conv:7933	Mój syn właśnie marnował moją wodę sodową na wszystkie szkolne papiery. Jestem taki zdenerwowany	My son just wasted my soda all over his school papers. I am so upset	angry	anger	3	bad	1
hit:311_conv:623	Jestem taki zły na Donalda Trumpa.	I am so angry at Donald Trump.	angry	anger	3	bad	1
hit:8405_conv:16811	Mam najlepszą żonę na świecie. Kocha mnie i wspiera.	I have the best wife ever. She loves and supports me.	grateful	happiness	0	good	0
hit:11850_conv:23701	Po tygodniach nauki jestem gotowy do testu z matematyki	After weeks of studying im ready for my math test	confident	confidence	1	good	0
7096-3	Jestem studentem inżynierem, który zajmował się głównie zrozumieniem wytrzymałości mechanicznej i odporności na korozję różnych materiałów.	I am a student engineer who mainly took charge of understanding of the mechanical strength and corrosion resistance of various materials .	no emotion	neutral	8	neutral	2
hit:4358_conv:8717	Moja mama jest zawsze przy mnie. Zawsze, gdy czegoś potrzebuję, jest tutaj, aby pomóc. Jestem taki szczęśliwy.	My mom is always there for me. Anytime I need anything she is right here to help. I am so lucky.	grateful	happiness	0	good	0
hit:11566_conv:23133	Mieliśmy spotkanie grupowe w pracy i zostało trochę pizzy. Kiedy wszyscy szykowali się do wyjścia i nie patrzyli, wrzuciłam resztę pizzy do torebki i wyśliznęłam się!	We had a group meeting at work and there was some leftover pizza. While everyone was getting ready to leave and they weren't looking, I snuck the rest of the leftover pizza in my purse and slid out!	ashamed	guilt	6	bad	1
hit:11958_conv:23916	Mój lekarz powiedział mi, żebym zrezygnował z kofeiny, aby złagodzić mój niepokój. Naprawdę tęsknię za poranną kawą.	My doctor told me to give up caffeine to help with my anxiety.  I really, really miss my morning coffee.	sad	sadness	5	bad	1
hit:8135_conv:16271	Bałem się iść do domu zeszłej nocy	i was scared to walk home last night	afraid	fear	4	bad	1
8214-2	Ale wiesz, że nowemu absolwentowi trudno jest teraz znaleźć pracę.	But you know it's hard for a new graduate to find a job right now .	no emotion	neutral	8	neutral	2
hit:232_conv:465	Mój chłopak zdradził mnie, gdy odwiedzałem rodzinę.	My boyfriend cheated on me while I was away visiting family.	angry	anger	3	bad	1
hit:27_conv:55	Po prostu poszedłem na zakupy i kupiłem torbę za 2000 $	I just went for a shopping spree and bought a $2000 bag	guilty	guilt	6	bad	1
hit:12368_conv:24736	Mój ojciec właśnie skończył college!	My father just graduated college!	proud	other_good	2	good	0
hit:7426_conv:14853	Nie dostałem pracy, o którą się ubiegałem. Został podarowany komuś innemu.	I didn't get the job I applied for. It was given to someone else.	sad	sadness	5	bad	1
hit:1096_conv:2192	Mam dość tego, co zrobił Harvey Weinstein.	I am sick of what Harvey Weinstein did.	disgusted	other_bad	7	bad	1
hit:2144_conv:4289	Bardzo się cieszę, że moje córki mają dziś dzień wolny od szkoły.	I'm pretty happy that my daughters have a day off from school today.	joyful	happiness	0	good	0
hit:858_conv:1717	Nie mogę się doczekać świąt. Dostajemy nowe drzewo i nowy początek!	I cant wait for christmas. We are getting a new tree and new start!	excited	happiness	0	good	0
hit:6015_conv:12030	Jako politykowi moja partia obiecała mi mandat polityczny, ale zrezygnowali z obietnicy	As a politician i was promised a political seat by my party,but they reneged on their promise	disappointed	sadness	5	bad	1
hit:8714_conv:17428	W chwili, gdy zdecydowałem się rzucić studia, nie miałem pojęcia, co robić. Myśl o dzwonieniu do rodziców i mówieniu im, była największym szaleństwem wywołującym strach, jakie kiedykolwiek musiałem znosić. Wszystko wydawało się mętne i chwiejne.	The moment I decided to drop out of University, I had no idea what to do. Thinking about calling my parents and telling them was the most fear enducing madness I'd ever had to endure. Everything felt cloudy and shaky.	afraid	fear	4	bad	1
hit:7045_conv:14091	Zjadłam ostatni kawałek ciasta, który miał być dla mojego męża ... ups!	I ate the last piece of cake which was supposed to be for my husband... oops!	guilty	guilt	6	bad	1
hit:11966_conv:23932	W zeszłym tygodniu straciłem pracę! To straszne i całkowicie zniszczyło moje plany na przyszłość i moje finanse!	I lost my job last week!  It is horrible and has completely destroyed my plans for the future and my finances!	devastated	sadness	5	bad	1
hit:12397_conv:24794	Naprawdę chcę torebkę Chanel na święta, moja przyjaciółka ją dostała i jest taka piękna.	I really want a Chanel bag for Christmas, my friend got one and it's so beautiful.	jealous	other_bad	7	bad	1
hit:119_conv:238	Pewnego razu spotkałem dziewczynę z Tindera i naprawdę myślałem, że się udaje. Spotkaliśmy się i świetnie się bawiliśmy, ale zaraz potem pokazała mnie jako widmo.	One time I met a girl from Tinder and I really thought we were hitting it off. We met up and had a great time, but then she ghosted me right afterward.	disappointed	sadness	5	bad	1
hit:6726_conv:13453	Żal mi, że cały czas zamawiam fast foody. Wiem, że to nie jest dobre dla nas	I feel bad for ordering fast food all the time. I know its not good for us	guilty	guilt	6	bad	1
hit:7852_conv:15704	W przyszłym tygodniu odwiedzam siostrę i jej rodzinę. Dawno ich nie widziałem. Jestem taki podekscytowany.	Next week I get to visit my sister and her family. I haven't seen them in a long time. I am so excited.	excited	happiness	0	good	0
hit:10232_conv:20464	Zrobiłam duży garnek zupy jarzynowej. Po zjedzeniu dużej miski byłem w pełni usatysfakcjonowany i po prostu chciałem się zdrzemnąć na krześle.	I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair.	content	happiness	0	good	0
hit:5235_conv:10470	Uczyłem się do tego testu przez cały tydzień.	I studied all week for this test.	prepared	confidence	1	good	0
hit:2261_conv:4523	Boję się śmierci.	I am afraid of death.	terrified	fear	4	bad	1
hit:1985_conv:3971	Nie mogę uwierzyć w swoje szczęście! Wygrałem 250 $ na zdrapce o wartości 1 $. Naprawdę potrzebowałem też tych pieniędzy!	I can't believe my luck! I won $250 on a $1 scratch off ticket. I really needed that money too!	excited	happiness	0	good	0
hit:6141_conv:12283	Bardzo się cieszę, że mogę ożywić moje relacje z rodzicami	I am so happy to rekindle my relationship with my parents	excited	happiness	0	good	0
hit:3993_conv:7986	Walczyłem z płomieniem z mojego tocznia po tym, jak miałem taki długi okres dobrego samopoczucia. To przygnębiające, gdy leżysz cały dzień w łóżku i zawodzi rodziny w tym, co musisz robić.	I have been struggling with a flare up from my Lupus after I had such a long period of feeling good.  Its depressing to be in bed all day and fail your family in what you need to be doing.	sad	sadness	5	bad	1
hit:1300_conv:2600	Jestem lojalny wobec swojej żony.	I am loyal to my wife.	faithful	other_good	2	good	0
2017-7	Czasami bardzo ci zazdroszczę. Tom to dobry facet.	Sometimes I envy you a lot . Tom is a good guy .	no emotion	neutral	8	neutral	2
10247-2	Mam w innym miejscu konto oszczędnościowe i płytę CD.	I do , at a different location , I have a savings account and a CD .	no emotion	neutral	8	neutral	2
hit:11376_conv:22753	Od jakiegoś czasu pragnąłem krystali. Kiedy sprawdziłem, jak dostać się do jednego, zdałem sobie sprawę, że to lokalna rzecz, a najbliższa znajdowała się setki mil stąd.	I had been craving krystals for a while now. And when I looked up how to get to one, I realized it was a local thing and the nearest was hundreds of miles away.	disappointed	sadness	5	bad	1
hit:10289_conv:20579	Jestem mężem od 40 lat i nadal kocham go całym sercem	I have been married to my husband for 40 years and still love him with all my heart	faithful	other_good	2	good	0
hit:10666_conv:21333	Kiedy spotykaliśmy się z chłopakiem od około roku, chciał przeprowadzić się do mojego miasta, ale jego kredyt był tak okropny, że nie mógł dostać mieszkania. Postanowiłem mu pomóc, wynajmując mieszkanie.	When my boyfriend and I had been dating about a year he wanted to move to my town, but his credit was so horrible that he couldn't get an apartment. I decided to help him by cosigning for the apartment.	trusting	other_good	2	good	0
8663-0	Myślę, że te wzorce są całkiem dobre. Czy możesz podać mi ich cenę?	I think these patterns are quite good . Can you give me a price indication of these ?	no emotion	neutral	8	neutral	2
hit:5730_conv:11460	Wiedziałem, że zdam test z matematyki, do którego się uczyłem	I knew i would pass my math test that i studied for	confident	confidence	1	good	0
hit:10742_conv:21484	Potrzebowałem mleka ze sklepu, ale byłem chory. Mój sąsiad szedł do sklepu, więc poprosiłem go, żeby mi odebrał i dałem mu moją kartę kredytową do wykorzystania.	I needed some milk from the store, but I was sick. My neighbor was going to the store, so I asked him to pick me up some and gave him my credit card to use for it.	trusting	other_good	2	good	0
hit:846_conv:1693	Jestem niebieski, że moi rodzice mają teraz demencję.	I'm blue that my parents have dementia now.	sad	sadness	5	bad	1
hit:6615_conv:13231	Ostatnio czuję się trochę nieswojo z żoną.	I'm a bit uneasy with my wife lately.	apprehensive	fear	4	bad	1
hit:107_conv:215	Jestem przekonany, że zdam test.	I am confident I will pass the test.	confident	confidence	1	good	0
hit:4089_conv:8178	Dowiedziałem się, że moja dziewczyna mnie zdradza. Jestem teraz tak zraniony.	I found out that my girlfriend has been cheating on me.  I am so hurt right now.	devastated	sadness	5	bad	1
